Site ID,Site Name,Site Name (ar),Alternative Name,Displacement Type,Site Status,Managing Agency,Implementing Partner,FinalImplementingPartner,Funding-Implementing,Governorate,adm2,Neighborhood,adm 4,Latitude,Longitude,Accessibility,Updating Agency,Type of Visit,Total Inv,Total HH,Males 0-5,Females 0-5,Males 6-17,Females 6-17,Males 18-60,Females 18-60,Males 60+,Females 60+,Population change last month,HH departed (last 30 days),Indv departed (last 30 days),HH arrived (last 30 days),Indv arrived (last 30 days),Female headed HH (18-59 years),Child headed (0-17) HH,Unaccompanied Children,Persons with disabilities,Persons with chronic illnesses,Pregnant/ lactating women (PLW)
KYS3893,Haifa,حيفا,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34273,34.28339,Accessible,IOM,In person visit,350,70,,,,,,,,,No changes,,,,,10,0,0,7,70,25
KYS3978,Jana,موقع جنى,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.34474,34.28847,Accessible,IOM,In person visit,785,157,,,,,,,,,People have arrived,,,4,20,18,1,0,14,57,12
KYS3979,Besan camp,مخيم بيسان,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36348,34.28771,Accessible,IOM,In person visit,1514,330,,,,,,,,,No changes,,,,,60,0,0,40,60,35
KYS4251,Al-Qatari Site,موقع القطري ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.345131,34.28387,Accessible,IOM,In person visit,1995,399,,,,,,,,,No changes,,,,,47,0,0,54,107,114
KYS4568,Al-Amal Makeshift,مخيم الامل,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36876894,34.28632118,Accessible,IOM,In person visit,932,171,,,,,,,,,No changes,,,,,10,0,2,3,60,33
KYS4570,Al-Fajr Camp 2,مخيم الفجر 2,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36776997,34.28538824,Accessible,IOM,In person visit,981,198,,,,,,,,,No changes,,,,,20,0,0,15,120,45
KYS4703,Al-Noor site,موقع ايواء النور,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.368811,34.286141,Accessible,IOM,In person visit,1368,276,,,,,,,,,"People have left, People have arrived",3,16,4,20,38,0,0,36,98,141
KYS4724,Al Nujoom Site,مخيم النجوم,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.375222,34.306167,Accessible,PARC,In person visit,900,180,,,,,,,,,"People have left, People have arrived",2,10,2,10,40,0,1,15,15,5
KYS4725,Al-Wehda Site,موقع الوحدة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.367611,34.286917,Accessible,IOM,In person visit,927,222,,,,,,,,,No changes,,,,,32,0,0,24,144,85
KYS4762,Nabd Al Haya Site,مخيم نبض الحياة,,Makeshift site,Active,PARC,,PARC,PARC,Khan Younis,270,Al Jala'a,27002100,31.379917,34.316278,Accessible,PARC,In person visit,1080,216,,,,,,,,,"People have left, People have arrived",43,215,20,100,37,0,0,4,116,10
NGZ5013,Al-Khulafa,تجمع الخلفاء,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Tal Az-Za'atar,25505142,31.53643889,34.50021123,"Inaccessible, Between orange and yellow line",DRC,Phone interview,1947,418,,,,,,,,,No changes,,,,,31,0,0,41,73,48
NGZ5079,Abi Ibn Kaab Site,مخيم أبي بن كعب,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.5449436,34.48067518,Accessible,DRC,Phone interview,259,65,,,,,,,,,No changes,,,,,3,0,0,2,40,15
NGZ5088,Al-Ataa Site,مخيم العطاء,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Az Zohour,25505143,31.54447021,34.47910732,Accessible,DRC,Phone interview,459,102,,,,,,,,,No changes,,,,,9,0,0,5,45,30
NGZ5093,Al-Ettisalat,تجمع الاتصالات,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.53924417,34.48917402,Accessible,DRC,Phone interview,736,154,,,,,,,,,No changes,,,,,11,0,0,25,30,25
NGZ5095,Al-Farooq,مخيم الفاروق,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,An Nahdah,25505136,31.53357384,34.47716642,Accessible,DRC,Phone interview,2297,546,,,,,,,,,No changes,,,,,30,0,0,40,70,50
NGZ5096,Al-Farooq group,تجمع الفاروق,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Jabalya Camp,25504177,31.53648658,34.49795756,"Inaccessible, Between orange and yellow line",DRC,Phone interview,910,230,,,,,,,,,No changes,,,,,15,0,0,25,40,30
NGZ5111,Al-Numan,مخيم النعمان,,Makeshift site,Active,NRC,,NRC,NRC,North Gaza,255,An Nahdah,25505136,31.53464545,34.48344401,Accessible,DRC,Phone interview,1637,409,,,,,,,,,No changes,,,,,30,0,0,25,60,45
NGZ5112,Al-Omari Site,مخيم العمري,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ar Rawdah,25505139,31.52107919,34.47810331,Accessible,DRC,Phone interview,425,106,,,,,,,,,No changes,,,,,3,0,0,7,70,20
NGZ5115,Al-Quttai,مخيم القططي,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,An Nahdah,25505136,31.53103364,34.4819798,Accessible,DRC,Phone interview,3140,777,,,,,,,,,No changes,,,,,40,0,0,60,60,50
NGZ5120,Al-Ranteesi,تجمع الرنتيسي,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Jabalya Camp,25504177,31.53854992,34.49869983,"Inaccessible, Between orange and yellow line",DRC,Phone interview,833,170,,,,,,,,,No changes,,,,,14,0,0,20,35,20
NGZ5121,Al-Safa,تجمع الصفا,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,An Nahdah,25505136,31.5368132,34.480995,Accessible,DRC,Phone interview,301,75,,,,,,,,,No changes,,,,,7,0,0,9,15,10
NGZ5125,Al-Salihin Al-Gharbi Site,مخيم الصالحين الغربي,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54540132,34.48704998,Accessible,DRC,Phone interview,1029,226,,,,,,,,,No changes,,,,,17,0,0,12,75,33
NGZ5131,Al-Zahra Site,مخيم الزهراء,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54064654,34.48569754,Accessible,DRC,Phone interview,570,126,,,,,,,,,No changes,,,,,15,0,0,3,85,29
NGZ5149,Habeb alrahman,مخيم حبيب الرحمن,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,An Nahdah,25505136,31.53240097,34.47519393,Accessible,DRC,Phone interview,2092,476,,,,,,,,,No changes,,,,,25,0,0,20,75,50
NGZ5151,Haifa Site,مخيم حيفا,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ar Rawdah,25505139,31.521312,34.477621,Accessible,DRC,Phone interview,754,172,,,,,,,,,No changes,,,,,8,0,0,3,60,33
NGZ5152,Halima Al-Sa'diyya School Site,مدرسة حليمة السعدية,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Ar Rawdah,25505139,31.5299319,34.47723322,Accessible,DRC,Phone interview,534,131,,,,,,,,,No changes,,,,,4,0,0,8,55,15
NGZ5153,Hamza,مخيم حمزة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ar Rawdah,25505139,31.52894442,34.47916792,Accessible,DRC,Phone interview,2530,617,,,,,,,,,No changes,,,,,25,0,0,40,70,60
NGZ5163,Othman School,مخيم مدرسة عثمان,,Collective Centre (non-UNRWA),Active,DRC,,DRC,DRC,North Gaza,255,Az Zohour,25505143,31.545636,34.47848,Accessible,DRC,Phone interview,150,37,,,,,,,,,No changes,,,,,3,0,0,9,25,8
NGZ5164,Qutaiba,مخيم قتيبة,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,An Nahdah,25505136,31.5332852,34.48090548,Accessible,DRC,Phone interview,1701,406,,,,,,,,,No changes,,,,,27,0,0,32,70,55
NGZ5166,Ruhama Site,رحماء,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Jabalya Camp,25504177,31.536621,34.490387,Accessible,DRC,Phone interview,373,86,,,,,,,,,No changes,,,,,8,0,0,13,55,15
NGZ5170,Samidoun Site,تجمع صامدون,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.545619,34.488508,Accessible,DRC,Phone interview,650,151,,,,,,,,,No changes,,,,,5,0,0,7,45,12
NGZ5179,Yemen Al-Saeed 1,اليمن السعيد 1 ,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Jabalya Camp,25504177,31.536244,34.496069,"Inaccessible, Between orange and yellow line",DRC,Phone interview,625,141,,,,,,,,,No changes,,,,,9,0,0,15,55,20
NGZ5182,Zainab Al-Wazir Site,مخيم زينب الوزير,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Ar Rawdah,25505139,31.52195896,34.47742623,Accessible,DRC,Phone interview,549,138,,,,,,,,,No changes,,,,,13,0,0,55,75,20
KYS0323,Tiberias School,مدرسة طبريا,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35654,34.30061,Accessible,IOM,In person visit,251,50,35,32,20,13,66,67,9,9,No changes,,,,,3,0,0,2,20,15
KYS0324,Al-Jinan School,مدرسة الجنان,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35724,34.29403,Accessible,IOM,In person visit,1500,300,,,,,,,,,No changes,,,,,50,2,2,5,100,30
KYS0325,Abdullah Siam School,مدرسة عبد الله صيام,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35607,34.30041,Accessible,IOM,In person visit,110,15,10,6,15,15,30,32,1,1,No changes,,,,,0,2,0,0,3,5
KYS1281,Al nahr albarid,موقع النهر البارد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Qizan Abu Rashwan,27002107,31.3394,34.28632,Accessible,DRC,In person visit,1920,360,,,,,,,,,No changes,,,,,40,0,0,20,50,78
KYS1414,Al Amal Bel Awdah,الامل بالعودة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.35047,34.27408,Accessible,IOM,In person visit,885,177,,,,,,,,,No changes,,,,,5,0,0,15,50,15
KYS1691,Teeba altarbawi,مخيم طيبة التربوي,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36309,34.27983,Accessible,IOM,In person visit,1200,258,,,,,,,,,"People have left, People have arrived",15,70,7,14,17,0,1,10,150,40
KYS1849,Alnaser camps,مخيمات النصر,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36377,34.29144,Accessible,IOM,In person visit,2905,580,,,,,,,,,No changes,,,,,30,0,0,20,300,130
KYS1854,Ataya Al Khair site,موقع عطايا الخير ,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36621,34.289838,Accessible,IOM,In person visit,599,134,,,,,,,,,No changes,,,,,27,0,0,3,18,60
KYS3165,Al-Doha Camp,مخيم الدوحة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.3454611,34.2743762,Accessible,IOM,In person visit,952,190,,,,,,,,,No changes,,,,,26,0,1,11,56,30
KYS3260,Kazan Abu Rishwan - Al-Biri Wa Al-Taqwaa,موقع البر والتقوى,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Qizan Abu Rashwan,27002107,31.33924,34.28476,Accessible,DRC,In person visit,678,130,,,,,,,,,No changes,,,,,8,0,0,4,12,20
KYS3286,Altoyor almohajera,الطيور المهاجرة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3658283,34.2919022,Accessible,IOM,In person visit,590,130,,,,,,,,,No changes,,,,,13,1,1,10,50,27
KYS3293,Almajd,موقع المجد,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Qizan Abu Rashwan,27002107,31.3364869,34.2834775,Accessible,DRC,In person visit,950,125,,,,,,,,,No changes,,,,,10,2,0,12,20,20
KYS3921,Emaraty -First Block,الاماراتي - المربع الاول,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35833,34.29507,Accessible,IOM,In person visit,1000,200,,,,,,,,,People have arrived,,,5,30,20,2,0,3,100,100
KYS4078,Al-Somood,الصمود,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,At Tahrir,27002105,31.348416,34.2725526,Accessible,IOM,In person visit,2075,415,,,,,,,,,People have arrived,,,7,28,34,0,5,121,213,70
KYS4391,Ouyoun Site,موقع عيون,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.374686,34.286679,Accessible,PHC,In person visit,645,127,,,,,,,,,No changes,,,,,20,0,0,15,15,100
KYS4582,Al-Zaitoon camp,مخيم الزيتون,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.3654069,34.28274852,Accessible,IOM,In person visit,1100,230,,,,,,,,,No changes,,,,,15,0,0,5,62,30
KYS4967,Al-Katiba,الكتيبة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Kateebeh,27002106,31.356415,34.306371,Accessible,ACTED,In person visit,1150,230,,,,,,,,,No changes,,,,,30,0,0,10,50,30
KYS5193,Al-Baraka 1,البركة 1,,Scattered site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3751585,34.2807074,Accessible,PHC,In person visit,1058,400,112,130,300,310,60,135,1,10,"People have left, People have arrived",1,5,1,3,398,2,2,35,42,39
KYS5216,Al-Noor,النور,,Scattered site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3748358,34.2828129,Accessible,PHC,In person visit,1160,270,,,,,,,,,"People have left, People have arrived",6,40,2,14,40,0,0,51,92,83
KYS5348,Yarmouk,اليرموك,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.376358,34.2841793,Accessible,PHC,In person visit,1018,234,,,,,,,,,"People have left, People have arrived",5,20,5,18,31,0,0,11,47,30
KYS5374,Hulmi Shaet,حلمي شعت,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Mawasi,27002154,31.3741623,34.2864635,Accessible,PHC,In person visit,367,83,,,,,,,,,No changes,,,,,15,0,0,13,30,21
NGZ2067,Tal al-Zatar School,مدرسة تل الزعتر,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Alkhazan,2550126,31.54654,34.49521,Accessible,DRC,In person visit,988,150,60,40,200,250,180,220,17,21,No changes,,,,,35,0,2,25,25,20
NGZ4036,Omar Bin Al-Khattab School,مدرسة عمر بن الخطاب,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Ghobon,25501131,31.55752,34.48939,"Inaccessible, Between orange and yellow line",DRC,Phone interview,250,46,,,,,,,,,People have arrived,,,2,15,4,2,0,7,52,9
NGZ4532,Olympic camp,مخيم الاولمبية,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.54721,34.45782,Accessible,DRC,Phone interview,385,100,,,,,,,,,No changes,,,,,13,12,0,6,39,12
NGZ5082,Abu Al-Husain site,موقع تجمع أبو الحصين,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.53927336,34.48771402,Accessible,DRC,Phone interview,664,136,,,,,,,,,No changes,,,,,15,0,0,7,22,25
NGZ5084,Ahel Al Khair,أهل الخير,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Al Karameh,25501135,31.549972,34.483763,Accessible,DRC,Phone interview,400,90,,,,,,,,,No changes,,,,,12,0,0,3,10,15
NGZ5091,Al-Defa Al-madani,تجمع الدفاع المدني,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.53746809,34.48483582,Accessible,DRC,Phone interview,568,130,,,,,,,,,No changes,,,,,15,0,0,22,35,24
NGZ5099,Al-Hawaber,تجمع الهوابر,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,25501135,31.54671039,34.48823661,Accessible,DRC,Phone interview,1028,224,,,,,,,,,No changes,,,,,26,0,0,32,65,47
NGZ5110,Al-Noor Al-Mubeen,تجمع النور المبين,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54339683,34.48405617,Accessible,DRC,Phone interview,630,133,,,,,,,,,No changes,,,,,16,0,0,22,41,28
NGZ5113,Al Qara'a Al Khamsa,القرعة الخامسة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,25501135,31.553079,34.488543,Accessible,DRC,Phone interview,650,122,,,,,,,,,No changes,,,,,12,0,0,10,120,35
NGZ5116,Al-Rabi' 2 - Al-Amal Bil-Hayat Camp,مخيم الربيع 2 - الأمل بالحياة,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Ibad Ar-Rahman,25505137,31.542677,34.473905,Accessible,DRC,Phone interview,1300,235,,,,,,,,,No changes,,,,,30,0,0,17,70,14
NGZ5124,Alsalheen East,تجمع الصالحين الشرقي,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54427087,34.48949789,Accessible,DRC,Phone interview,453,95,,,,,,,,,No changes,,,,,7,0,0,11,35,18
NGZ5137,Beer Alnaja,تجمع بئر النعجة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54045399,34.48896977,Accessible,DRC,Phone interview,874,188,,,,,,,,,No changes,,,,,22,0,0,14,49,40
NGZ5138,Beit Lahia Shelter Center,مركز ايواء بيت لاهيا,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,North Gaza,255,Al Manshieh,25501133,31.545426,34.505027,"Inaccessible, Between orange and yellow line",DRC,Phone interview,250,55,,,,,,,,,People have left,75,449,,,35,0,0,4,5,15
NGZ5150,Hafsa School,مخيم مدرسة حفصة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Jabalya Camp,25504177,31.539237,34.490257,Accessible,DRC,Phone interview,385,84,,,,,,,,,No changes,,,,,13,0,0,9,35,8
NGZ5154,Ihsan,تجمع احسان,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54129867,34.48854123,Accessible,DRC,Phone interview,472,104,,,,,,,,,No changes,,,,,9,0,0,19,40,25
NGZ5155,Jomaa Site,تجمع جمعة,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54103085,34.48276487,Accessible,DRC,Phone interview,479,122,,,,,,,,,No changes,,,,,40,0,0,15,40,22
NGZ5162,Othman Mosque,تجمع مسجد عثمان,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Az Zohour,25505143,31.54319543,34.49112068,Accessible,DRC,Phone interview,2500,450,,,,,,,,,No changes,,,,,20,0,0,30,112,33
NGZ5165,Rihan Family,تجمع أل ريحان,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54227048,34.4834059,Accessible,DRC,Phone interview,591,137,,,,,,,,,No changes,,,,,16,0,0,17,18,29
NGZ5172,Sewar,تجمع سوار,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54421282,34.48489412,Accessible,DRC,Phone interview,453,133,,,,,,,,,No changes,,,,,15,0,0,16,45,24
NGZ5175,Teeba,تجمع طيبة,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,An Nahdah,25505136,31.53673359,34.48379671,Accessible,DRC,Phone interview,827,175,,,,,,,,,No changes,,,,,21,0,0,24,40,37
NGZ5177,Wefaq Site,مربع الوفاق,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.546477,34.467067,Accessible,DRC,Phone interview,600,124,,,,,,,,,No changes,,,,,15,0,0,24,93,25
DEB4779,Nazihi Alshamal,موقع نازحي الشمال,,Makeshift site,Active,No SMA,,No SMA,,Deir Al-Balah,265,Deir Al Balah (east),26510151,31.401332,34.345338,Accessible,IOM,In person visit,372,85,45,50,50,50,88,65,12,12,People have arrived,,,2,10,15,2,2,5,45,23
GZA5145,Ebad alrhman site,موقع عباد الرحمن,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ash Shati' Camp,26002181,31.5383824,34.4491116,Accessible,DRC,In person visit,640,135,,,,,,,,,No changes,,,,,12,0,0,5,65,17
GZA5171,Seraj Al-Noor site,مخيم سراج النور,,Makeshift site,Active,No SMA,,No SMA,,Gaza,260,Ad Darraj,2600120,31.520393,34.472005,Accessible,DRC,In person visit,490,97,,,,,,,,,No changes,,,,,5,0,0,4,40,15
KYS0338,Haroun Al-Rashid School,مخيم هارون الرشيد,,Collective Centre (non-UNRWA),Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35668,34.29797,Accessible,IOM,In person visit,100,20,,,,,,,,,No changes,,,,,4,0,0,0,5,10
KYS1136,Al Mukhtar,المختار,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35518,34.29941,Accessible,IOM,In person visit,800,200,,,,,,,,,People have arrived,,,12,60,8,3,2,10,40,60
KYS1473,Al-Ard Al-tayiba,الارض الطيبة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.35579,34.28498,Accessible,IOM,In person visit,1000,198,,,,,,,,,No changes,,,,,20,0,0,10,20,50
KYS1692,Sultan Mahmoud camp,مخيم سلطان محمود,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.35895,34.27667,Accessible,IOM,In person visit,1500,250,,,,,,,,,No changes,,,,,30,0,0,32,5,55
KYS1852,Al Amal al awda camp,مخيم الامل بالعودة,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36788,34.29404,Accessible,IOM,In person visit,1720,326,,,,,,,,,No changes,,,,,27,0,0,15,220,57
KYS3244,Teeba 1,طيبة 1,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,An Naser,27002101,31.36083,34.28675,Accessible,IOM,In person visit,1450,288,,,,,,,,,No changes,,,,,37,0,1,13,130,37
KYS3775,Al Amal old Eskan,الأمل الإسكان القديم,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Amal,27002104,31.35722,34.29704,Accessible,IOM,In person visit,330,65,,,,,,,,,People have arrived,,,5,30,10,8,0,12,80,30
KYS4804,AL-Agha center,مركز الاغا الطبي,,Makeshift site,Active,PHC,,PHC,PHC,Khan Younis,270,Al Mawasi,27002154,31.38211155,34.29592513,Accessible,PHC,In person visit,592,134,23,30,86,98,161,154,16,24,No changes,,,,,2,0,8,2,5,10
KYS5002,Al wafi,الوافي,,Makeshift site,Active,No SMA,,No SMA,,Khan Younis,270,Al Kateebeh,27002106,31.3525,34.302197,Accessible,ACTED,In person visit,600,100,,,,,,,,,No changes,,,,,10,0,0,25,150,35
NGZ4433,Al Sahel,موقع الساحل,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Mashroo Amer wal Isra'a,25501130,31.548495,34.475299,Accessible,DRC,In person visit,1100,240,,,,,,,,,No changes,,,,,47,0,0,18,110,75
NGZ5087,Alamal site,موقع الامل,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Al Karameh,2550536,31.5545045,34.4661266,Accessible,DRC,In person visit,1753,313,,,,,,,,,People have arrived,,,313,1753,58,0,0,17,50,27
NGZ5089,Al-Shahid Muhammad Salih Al-Bardawil Camp,مخيم الشهيد محمد صالح البردويل,,Makeshift site,Active,DRC,,DRC,DRC,North Gaza,255,Al Karameh,2550536,31.5510735,34.4701559,Accessible,DRC,In person visit,60,20,,,,,,,,,People have arrived,,,20,60,7,0,0,4,5,6
NGZ5126,Al-Tayeb Hall Site,تجمع صالة الطيب,,Makeshift site,Active,No SMA,,No SMA,,North Gaza,255,Az Zohour,25505143,31.54422051,34.49168,Accessible,DRC,Phone interview,891,185,,,,,,,,,No changes,,,,,24,0,0,14,66,34
